tollbooth_id,road_name,route_name,tollbooth_name,direction,entrance_or_exit,notes
07-033,仙台東部道路,,仙台港,,,
07-082,仙台南部道路,,山田,,,
07-081,仙台南部道路,,長町,,,
07-080,仙台南部道路,,今泉,,,
07-900,東北自動車道,,浦和本線,上り,,
07-901,東北自動車道,,浦和本線,下り,,
07-902,東北自動車道,,浦和,,,
11-500,東北自動車道,,浦和,,入口,
11-700,東北自動車道,,浦和,,出口,
07-903,東北自動車道,,岩槻,,,
07-898,東北自動車道,,蓮田スマート,,,
07-904,東北自動車道,,久喜,,,
07-905,東北自動車道,,加須,,,
07-954,東北自動車道,,羽生,,,
07-906,東北自動車道,,館林,,,
07-907,東北自動車道,,佐野藤岡,,,
07-894,東北自動車道,,佐野SAスマート,,,
07-908,東北自動車道,,栃木,,,
07-909,東北自動車道,,鹿沼,,,
07-910,東北自動車道,,宇都宮,,,
07-478,東北自動車道,,上河内スマート,,,
07-911,東北自動車道,,矢板,,,
07-912,東北自動車道,,西那須野塩原,,,
07-899,東北自動車道,,黒磯板室,,,
07-913,東北自動車道,,那須,,,
07-479,東北自動車道,,那須高原スマート,,,
07-914,東北自動車道,,白河,,,
07-897,東北自動車道,,白河中央スマート,,,
07-915,東北自動車道,,矢吹,,,
07-575,東北自動車道,,鏡石スマート,,,
07-916,東北自動車道,,須賀川,,,
07-917,東北自動車道,,郡山南,,,
07-890,東北自動車道,,郡山中央スマート,,,
07-918,東北自動車道,,郡山,,,
07-919,東北自動車道,,本宮,,,
07-920,東北自動車道,,二本松,,,
07-445,東北自動車道,,福島松川スマート,,,
07-921,東北自動車道,,福島西,,,
07-922,東北自動車道,,福島飯坂,,,
07-923,東北自動車道,,国見,,,
07-924,東北自動車道,,白石,,,
07-925,東北自動車道,,村田,,,
07-050,東北自動車道,,仙台南,,,
07-928,東北自動車道,,仙台宮城,,,
07-956,東北自動車道,,泉PAスマート,,,
07-929,東北自動車道,,泉,,,
07-930,東北自動車道,,大和,,,
07-895,東北自動車道,,大衡,,,
07-896,東北自動車道,,三本木スマート,,,
07-931,東北自動車道,,古川,,,
07-447,東北自動車道,,長者原スマート,,,
07-932,東北自動車道,,築館,,,
07-933,東北自動車道,,若柳金成,,,
07-934,東北自動車道,,一関,,,
07-935,東北自動車道,,平泉前沢,,,
04-575,東北自動車道,,奥州スマート,,,
07-936,東北自動車道,,水沢,,,
07-937,東北自動車道,,北上金ヶ崎,,,
07-938,東北自動車道,,北上江釣子,,,
07-959,東北自動車道,,花巻南,,,
07-939,東北自動車道,,花巻,,,
07-940,東北自動車道,,紫波,,,
04-574,東北自動車道,,矢巾スマート,,,
07-941,東北自動車道,,盛岡南,,,
07-942,東北自動車道,,盛岡,,,
07-886,東北自動車道,,滝沢中央スマート,,,
07-943,東北自動車道,,滝沢,,,
07-944,東北自動車道,,西根,,,
07-945,東北自動車道,,松尾八幡平,,,
07-946,東北自動車道,,安代,,,
07-947,東北自動車道,,鹿角八幡平,,,
07-948,東北自動車道,,十和田,,,
07-955,東北自動車道,,小坂,,,
07-949,東北自動車道,,碇ヶ関,,,
07-950,東北自動車道,,大鰐弘前,,,
07-951,東北自動車道,,黒石,,,
07-952,東北自動車道,,浪岡,,,
07-953,東北自動車道,,青森,,,
07-960,八戸自動車道,,浄法寺,,,
07-961,八戸自動車道,,一戸,,,
07-962,八戸自動車道,,九戸,,,
07-963,八戸自動車道,,軽米,,,
07-964,八戸自動車道,,南郷,,,
07-965,八戸自動車道,,八戸,,,
07-966,八戸自動車道,,八戸北,,,
07-888,八戸自動車道,,八戸西スマート,,,
07-991,八戸自動車道,,八戸JCT,,,
07-957,青森自動車道,,青森中央,,,
07-958,青森自動車道,,青森中央本線,,,
10-031,東京外環自動車道,,大泉,,,
03-231,東京外環自動車道,,大泉,,,
10-032,東京外環自動車道,,和光,,,第一
03-232,東京外環自動車道,,和光,,,第一
10-033,東京外環自動車道,,和光,,,第二
03-233,東京外環自動車道,,和光,,,第二
10-034,東京外環自動車道,,和光北,,,第一
03-234,東京外環自動車道,,和光北,,,第一
10-035,東京外環自動車道,,和光北,,,第二
03-235,東京外環自動車道,,和光北,,,第二
10-036,東京外環自動車道,,戸田西,,,
03-236,東京外環自動車道,,戸田西,,,
10-037,東京外環自動車道,,美女木,,,第一
03-237,東京外環自動車道,,美女木,,,第一
10-038,東京外環自動車道,,美女木,,,第二
03-238,東京外環自動車道,,美女木,,,第二
10-039,東京外環自動車道,,戸田東,,,
03-239,東京外環自動車道,,戸田東,,,
10-040,東京外環自動車道,,外環浦和,,,
03-240,東京外環自動車道,,外環浦和,,,
10-041,東京外環自動車道,,川口西,,,
03-241,東京外環自動車道,,川口西,,,
10-042,東京外環自動車道,,川口中央,,,
03-242,東京外環自動車道,,川口中央,,,
10-043,東京外環自動車道,,川口JCT,,,第一
03-243,東京外環自動車道,,川口JCT,,,第一
10-044,東京外環自動車道,,川口JCT,,,第二
03-244,東京外環自動車道,,川口JCT,,,第二
10-045,東京外環自動車道,,川口東,,,
03-245,東京外環自動車道,,川口東,,,
10-046,東京外環自動車道,,草加,,,第一
03-246,東京外環自動車道,,草加,,,第一
10-047,東京外環自動車道,,草加,,,第二
03-247,東京外環自動車道,,草加,,,第二
10-049,東京外環自動車道,,外環三郷西,,,
03-249,東京外環自動車道,,外環三郷西,,,
03-260,東京外環自動車道,,外環三郷西,,,
03-261,東京外環自動車道,,三郷中央,,,
10-051,東京外環自動車道,,三郷南,,,
03-251,東京外環自動車道,,三郷南,,,
10-052,東京外環自動車道,,松戸,,,
03-252,東京外環自動車道,,松戸,,,
10-053,東京外環自動車道,,市川北,,,
03-253,東京外環自動車道,,市川北,,,
10-054,東京外環自動車道,,市川中央,,,
03-254,東京外環自動車道,,市川中央,,,
10-056,東京外環自動車道,,外環京葉JCT,,,第一
03-256,東京外環自動車道,,外環京葉JCT,,,第一
10-055,東京外環自動車道,,外環京葉JCT,,,第二
03-255,東京外環自動車道,,外環京葉JCT,,,第二
10-057,東京外環自動車道,,市川南,,,
03-257,東京外環自動車道,,市川南,,,
10-058,東京外環自動車道,,高谷JCT,,,
03-258,東京外環自動車道,,高谷JCT,,,
07-971,秋田自動車道,,北上西,,,
07-972,秋田自動車道,,湯田,,,
07-973,秋田自動車道,,横手,,,
07-887,秋田自動車道,,横手北スマート,,,
07-974,秋田自動車道,,大曲,,,
07-926,秋田自動車道,,西仙北スマート,,,
07-975,秋田自動車道,,協和,,,
07-976,秋田自動車道,,秋田南,,,
07-977,秋田自動車道,,秋田中央,,,
07-978,秋田自動車道,,秋田北,,,
07-979,秋田自動車道,,昭和男鹿半島,,,
07-968,秋田自動車道,,五城目八郎潟,,,
07-969,秋田自動車道,,琴丘森岳,,,
07-669,秋田自動車道,,琴丘森岳本線,,,
07-980,山形自動車道,,宮城川崎,,,
07-981,山形自動車道,,笹谷,,,
07-982,山形自動車道,,関沢,,,
07-983,山形自動車道,,山形蔵王,,,
07-984,山形自動車道,,山形北,,,
07-985,山形自動車道,,寒河江,,,
07-444,山形自動車道,,寒河江SAスマート,,,
07-986,山形自動車道,,西川,,,
07-987,山形自動車道,,西川本線,,,
27-988,山形自動車道,,湯殿山,,,
27-888,山形自動車道,,湯殿山,,,
27-579,山形自動車道,,鶴岡,,,
27-001,山形自動車道,,鶴岡本線,,,「庄内空港」から「庄内あさひ」方向へ利用時
27-002,山形自動車道,,鶴岡本線,,,「庄内あさひ」から「庄内空港」方向へ利用時
27-570,山形自動車道,,鶴岡本線,,,
07-676,磐越自動車道,,いわき三和,,,
07-677,磐越自動車道,,小野,,,
07-885,磐越自動車道,,田村スマート,,,
07-678,磐越自動車道,,船引三春,,,
07-679,磐越自動車道,,郡山東,,,
07-680,磐越自動車道,,磐梯熱海,,,
07-681,磐越自動車道,,猪苗代磐梯高原,,,
07-682,磐越自動車道,,磐梯河東,,,
07-683,磐越自動車道,,会津若松,,,
07-480,磐越自動車道,,新鶴スマート,,,
07-684,磐越自動車道,,会津坂下,,,
07-685,磐越自動車道,,西会津,,,
01-686,磐越自動車道,,津川,,,
01-687,磐越自動車道,,三川,,,
01-688,磐越自動車道,,安田,,,
01-689,磐越自動車道,,新津,,,
07-690,磐越自動車道,,新津西スマート,,,
01-670,磐越自動車道,,新潟中央,,,
07-589,日本海東北自動車道,,秋田空港,,,
07-288,日本海東北自動車道,,秋田空港本線,,,
01-570,日本海東北自動車道,,中条本線,,,
01-573,日本海東北自動車道,,中条,,,
01-572,日本海東北自動車道,,聖籠新発田,,,
01-571,日本海東北自動車道,,豊栄新潟東港,,,
01-574,日本海東北自動車道,,豊栄スマート,,,
01-629,日本海東北自動車道,,新潟空港,,,
07-692,日本海東北自動車道,,新潟東スマート,,,
01-628,日本海東北自動車道,,新潟亀田,,,
27-101,日本海東北自動車道,,鶴岡JCT,,,
27-581,日本海東北自動車道,,酒田,,,
27-003,日本海東北自動車道,,酒田本線,,,～H27.11.13まで 「酒田みなと」から「庄内空港」方向へ利用時
27-004,日本海東北自動車道,,酒田本線,,,～H27.11.13まで 「庄内空港」から「酒田みなと」方向へ利用時
27-005,日本海東北自動車道,,酒田本線,,,H27.11.14～ 「酒田中央」から「庄内空港」方向へ利用時
27-006,日本海東北自動車道,,酒田本線,,,H27.11.14～ 「庄内空港」から「酒田中央」方向へ利用時
27-583,日本海東北自動車道,,酒田本線,,,
27-683,日本海東北自動車道,,酒田本線,,,
27-585,日本海東北自動車道,,酒田みなと,,,
07-672,釜石自動車道,,花巻空港,,,
07-289,釜石自動車道,,花巻空港本線,,,
07-435,東北中央自動車道,,山形中央,,,
07-434,東北中央自動車道,,山形上山,,,
07-433,東北中央自動車道,,かみのやま温泉,,,
07-436,東北中央自動車道,,天童,,,
07-462,東北中央自動車道,,天童本線,,,
07-437,東北中央自動車道,,東根,,,平成29年12月1日迄
04-600,関越自動車道,,新座本線,上り,,
04-601,関越自動車道,,新座本線,下り,,
04-603,関越自動車道,,所沢,,,
04-576,関越自動車道,,三芳スマート,,,
04-604,関越自動車道,,川越,,,
04-605,関越自動車道,,鶴ヶ島,,,
04-595,関越自動車道,,坂戸西スマート,,,
04-606,関越自動車道,,東松山,,,
04-602,関越自動車道,,嵐山小川,,,
04-607,関越自動車道,,花園,,,
04-592,関越自動車道,,寄居スマート,,,
04-608,関越自動車道,,本庄児玉,,,
04-593,関越自動車道,,上里スマート,,,
04-598,関越自動車道,,高崎玉村スマート,,,
04-609,関越自動車道,,高崎,,,
04-610,関越自動車道,,前橋,,,
04-577,関越自動車道,,駒寄スマート,,,
04-611,関越自動車道,,渋川伊香保,,,
04-612,関越自動車道,,赤城,,,
04-671,関越自動車道,,昭和,,,
04-613,関越自動車道,,沼田,,,
04-614,関越自動車道,,月夜野,,,
04-615,関越自動車道,,水上,,,
04-616,関越自動車道,,湯沢,,,
04-617,関越自動車道,,塩沢石打,,,
04-618,関越自動車道,,六日町,,,
04-674,関越自動車道,,大和スマート,,,
04-619,関越自動車道,,小出,,,
04-650,関越自動車道,,堀之内,,,
04-620,関越自動車道,,越後川口,,,
04-621,関越自動車道,,小千谷,,,
04-599,関越自動車道,,長岡南越路スマート,,,
04-622,関越自動車道,,長岡,,,
04-631,上信越自動車道,,藤岡,,,
04-632,上信越自動車道,,吉井,,,
04-633,上信越自動車道,,富岡,,,
04-634,上信越自動車道,,下仁田,,,
04-635,上信越自動車道,,松井田妙義,,,
04-636,上信越自動車道,,碓氷軽井沢,,,
04-578,上信越自動車道,,佐久平スマート,,,
04-637,上信越自動車道,,佐久,,,
04-699,上信越自動車道,,佐久小諸JCT,,,
04-638,上信越自動車道,,小諸,,,
04-639,上信越自動車道,,東部湯の丸,,,
04-640,上信越自動車道,,上田菅平,,,
04-641,上信越自動車道,,坂城,,,
04-642,上信越自動車道,,長野,,,
04-643,上信越自動車道,,須坂長野東,,,
04-448,上信越自動車道,,小布施スマート,,,
04-644,上信越自動車道,,信州中野,,,
04-645,上信越自動車道,,豊田飯山,,,
04-646,上信越自動車道,,信濃町,,,
04-647,上信越自動車道,,妙高高原,,,
04-648,上信越自動車道,,中郷,,,
04-587,上信越自動車道,,新井スマート,,,
04-649,上信越自動車道,,上越高田,,,
04-021,常磐自動車道,,三郷本線,上り,,
04-001,常磐自動車道,,三郷本線,下り,,
04-268,常磐自動車道,,三郷スマート,,,
04-018,常磐自動車道,,流山,,,
04-028,常磐自動車道,,流山,,,
04-002,常磐自動車道,,柏,,,
04-003,常磐自動車道,,谷和原,,,
04-004,常磐自動車道,,谷田部,,,
04-005,常磐自動車道,,桜土浦,,,
04-006,常磐自動車道,,土浦北,,,
04-007,常磐自動車道,,千代田石岡,,,
04-030,常磐自動車道,,石岡小美玉スマート,,,
04-008,常磐自動車道,,岩間,,,
04-033,常磐自動車道,,友部SAスマート,,,
04-009,常磐自動車道,,水戸,,,
04-026,常磐自動車道,,水戸北スマート,,,
04-010,常磐自動車道,,那珂,,,
04-222,常磐自動車道,,東海スマート,,,
04-011,常磐自動車道,,日立南太田,,,
04-019,常磐自動車道,,日立中央,,,
04-012,常磐自動車道,,日立北,,,
04-013,常磐自動車道,,高萩,,,
04-014,常磐自動車道,,北茨城,,,
04-015,常磐自動車道,,いわき勿来,,,
04-016,常磐自動車道,,いわき湯本,,,
04-017,常磐自動車道,,いわき中央,,,
04-020,常磐自動車道,,いわき四倉,,,
04-022,常磐自動車道,,広野,,,
04-024,常磐自動車道,,ならはスマート,,,
04-023,常磐自動車道,,常磐富岡,,,
04-134,常磐自動車道,,大熊,,,
04-124,常磐自動車道,,浪江,,,
04-125,常磐自動車道,,南相馬,,,
04-129,常磐自動車道,,南相馬鹿島スマート,,,
04-126,常磐自動車道,,相馬,,,
04-127,常磐自動車道,,新地,,,
04-131,常磐自動車道,,山元南スマート,,,
04-128,常磐自動車道,,山元,,,
04-130,常磐自動車道,,鳥の海スマート,,,
03-017,東関東自動車道,,谷津船橋,,,
03-043,東関東自動車道,,習志野本線,上り,,
03-003,東関東自動車道,,習志野本線,下り,,
03-002,東関東自動車道,,湾岸習志野,,,
03-004,東関東自動車道,,湾岸千葉,,,
03-005,東関東自動車道,,宮野木,,,
03-006,東関東自動車道,,千葉北,,,
03-007,東関東自動車道,,四街道,,,
03-008,東関東自動車道,,佐倉,,,
03-016,東関東自動車道,,酒々井,,,
03-009,東関東自動車道,,富里,,,
03-010,東関東自動車道,,成田,,,
03-012,東関東自動車道,,大栄,,,
03-013,東関東自動車道,,佐原香取,,,
03-014,東関東自動車道,,潮来,,,
04-291,東関東自動車道,,茨城空港北,,,
04-292,東関東自動車道,,鉾田,,,
03-021,館山自動車道,,市原,,,
03-022,館山自動車道,,姉崎袖ヶ浦,,,
03-023,館山自動車道,,木更津北,,,
03-024,館山自動車道,,木更津南,,,
03-025,館山自動車道,,君津,,,
03-020,館山自動車道,,君津スマート,,,
03-026,館山自動車道,,富津中央,,,
03-015,新空港自動車道,,成田スマート,,,
03-011,新空港自動車道,,新空港,,,
01-651,北関東自動車道,,前橋南,,,
01-652,北関東自動車道,,駒形,,,
01-339,北関東自動車道,,波志江スマート,,,
01-653,北関東自動車道,,伊勢崎,,,
01-654,北関東自動車道,,太田藪塚,,,
04-591,北関東自動車道,,太田強戸スマート,,,
01-655,北関東自動車道,,太田桐生,,,
01-656,北関東自動車道,,足利,,,
01-657,北関東自動車道,,佐野田沼,,,
01-658,北関東自動車道,,都賀,,,
01-659,北関東自動車道,,壬生,,,
01-660,北関東自動車道,,宇都宮上三川,,,
01-661,北関東自動車道,,真岡,,,
01-662,北関東自動車道,,桜川筑西,,,
01-663,北関東自動車道,,笠間西,,,
01-664,北関東自動車道,,友部,,,
01-665,北関東自動車道,,茨城町西,,,
01-666,北関東自動車道,,茨城町東,,,
01-401,中央自動車道,,三鷹本線,,入口,
01-024,中央自動車道,,三鷹本線,,入口,
01-402,中央自動車道,,調布,,入口,
01-025,中央自動車道,,調布,,入口,
01-389,中央自動車道,,稲城,,入口,
01-466,中央自動車道,,府中スマート,,入口,
01-403,中央自動車道,,国立府中,,入口,
01-027,中央自動車道,,国立府中,,入口,
01-404,中央自動車道,,八王子,,入口,均一
01-294,中央自動車道,,八王子,,入口,均一
03-200,中央自動車道,,高井戸本線,,出口,
01-272,中央自動車道,,高井戸,,出口,
03-201,中央自動車道,,高井戸,,出口,
01-269,中央自動車道,,調布,,出口,
03-202,中央自動車道,,調布,,出口,
01-270,中央自動車道,,稲城,,出口,
03-209,中央自動車道,,稲城,,出口,
01-266,中央自動車道,,府中スマート,,出口,
03-206,中央自動車道,,府中スマート,,出口,
01-271,中央自動車道,,国立府中,,出口,
03-203,中央自動車道,,国立府中,,出口,
01-273,中央自動車道,,八王子,,出口,均一
03-204,中央自動車道,,八王子,,出口,均一
01-406,中央自動車道,,八王子,,,
01-400,中央自動車道,,八王子本線,上り,,
01-405,中央自動車道,,八王子本線,下り,,
03-205,中央自動車道,,八王子本線,下り,,
01-407,中央自動車道,,相模湖東,,,
01-408,中央自動車道,,相模湖,,,
01-409,中央自動車道,,上野原,,,
01-410,中央自動車道,,大月,,,
01-441,中央自動車道,,都留,,,
01-465,中央自動車道,,富士吉田西桂スマート,,,
01-442,中央自動車道,,河口湖,,,
01-443,中央自動車道,,富士吉田本線,,,
01-411,中央自動車道,,勝沼,,,
01-412,中央自動車道,,一宮御坂,,,
01-438,中央自動車道,,笛吹八代スマート,,,
01-413,中央自動車道,,甲府南,,,
01-416,中央自動車道,,甲府昭和,,,
01-414,中央自動車道,,双葉スマート,,,
01-417,中央自動車道,,韮崎,,,
01-418,中央自動車道,,須玉,,,
01-446,中央自動車道,,長坂,,,
01-419,中央自動車道,,小淵沢,,,
01-420,中央自動車道,,諏訪南,,,
01-421,中央自動車道,,諏訪,,,
01-422,中央自動車道,,伊北,,,
01-423,中央自動車道,,伊那,,,
04-434,中央自動車道,,小黒川スマート,,,
01-424,中央自動車道,,駒ヶ根,,,
04-435,中央自動車道,,駒ヶ岳スマート,,,
01-425,中央自動車道,,松川,,,
01-426,中央自動車道,,飯田,,,
01-439,中央自動車道,,飯田山本,,,
01-415,中央自動車道,,園原,,,
01-427,中央自動車道,,中津川,,,
01-428,中央自動車道,,恵那,,,
01-429,中央自動車道,,瑞浪,,,
01-430,中央自動車道,,土岐,,,
01-431,中央自動車道,,多治見,,,
01-432,中央自動車道,,小牧東,,,
01-458,中部横断自動車道,,白根,,,
01-459,中部横断自動車道,,南アルプス,,,
01-460,中部横断自動車道,,南アルプス本線,,,平成29年3月19日迄
04-462,中部横断自動車道,,増穂,,,
04-463,中部横断自動車道,,富士川本線,,,
04-464,中部横断自動車道,,富沢本線,,,
01-201,名神高速道路,,小牧,,,
01-202,名神高速道路,,一宮,,,
01-223,名神高速道路,,一宮合併,,,
01-203,名神高速道路,,岐阜羽島,,,
04-847,名神高速道路,,安八スマート,,,
01-204,名神高速道路,,大垣,,,
04-848,名神高速道路,,養老SAスマート,,,
01-205,名神高速道路,,関ヶ原,,,
01-206,名神高速道路,,彦根,,,
01-200,名神高速道路,,湖東三山スマート,,,
01-207,名神高速道路,,八日市,,,
01-259,名神高速道路,,蒲生スマート,,,
01-208,名神高速道路,,竜王,,,
01-288,名神高速道路,,栗東湖南,,,
01-209,名神高速道路,,栗東,,,
01-220,名神高速道路,,瀬田東,,,
01-210,名神高速道路,,瀬田西,,,
01-211,名神高速道路,,大津,,,
01-212,名神高速道路,,京都東,,,
01-213,名神高速道路,,京都南,,,
01-221,名神高速道路,,大山崎,,,
01-214,名神高速道路,,茨木,,,
01-215,名神高速道路,,名神吹田,,,
01-285,名神高速道路,,名神吹田,,,合併
01-216,名神高速道路,,豊中,,,
01-219,名神高速道路,,豊中,,,合併
02-219,名神高速道路,,豊中,,,合併
01-217,名神高速道路,,尼崎,,,
01-218,名神高速道路,,西宮本線,,,
04-850,新名神高速道路,,菰野,,,
04-851,新名神高速道路,,鈴鹿PAスマート,,,
01-263,新名神高速道路,,甲賀土山,,,
01-264,新名神高速道路,,甲南,,,
01-265,新名神高速道路,,信楽,,,
01-287,新名神高速道路,,草津田上,,,
04-854,新名神高速道路,,城陽,,,
04-864,新名神高速道路,,城陽JCT,,,
04-855,新名神高速道路,,八幡京田辺,,,
04-856,新名神高速道路,,高槻,,,
04-857,新名神高速道路,,茨木千提寺,,,
04-858,新名神高速道路,,箕面とどろみ,,,
04-859,新名神高速道路,,川西,,,
04-860,新名神高速道路,,宝塚北スマート,,,
01-457,長野自動車道,,更埴,,,
01-451,長野自動車道,,岡谷,,,
01-452,長野自動車道,,塩尻,,,
01-453,長野自動車道,,塩尻北,,,
01-454,長野自動車道,,松本,,,
01-461,長野自動車道,,梓川スマート,,,
01-456,長野自動車道,,麻績,,,
01-449,長野自動車道,,姨捨スマート,,,
04-797,新東名高速道路,,厚木南,,,
04-804,新東名高速道路,,長泉沼津,,,
04-819,新東名高速道路,,駿河湾沼津スマート,,,
04-805,新東名高速道路,,新富士,,,
04-806,新東名高速道路,,新清水,,,
04-807,新東名高速道路,,清水いはら,,,
04-808,新東名高速道路,,新静岡,,,
04-810,新東名高速道路,,藤枝岡部,,,
04-811,新東名高速道路,,島田金谷,,,
04-812,新東名高速道路,,森掛川,,,
04-820,新東名高速道路,,遠州森町スマート,,,
04-813,新東名高速道路,,浜松浜北,,,
04-815,新東名高速道路,,浜松いなさ,,,
04-816,新東名高速道路,,浜松いなさ北,,,
04-817,新東名高速道路,,新城,,,
04-818,新東名高速道路,,岡崎東,,,
01-102,東名高速道路,,東京本線,上り,,
01-101,東名高速道路,,東京本線,下り,,
01-103,東名高速道路,,東名川崎,,,
01-134,東名高速道路,,横浜青葉,,,
01-104,東名高速道路,,横浜町田,,,
01-144,東名高速道路,,横浜町田,,,
01-105,東名高速道路,,厚木,,,
01-145,東名高速道路,,厚木,,,
01-106,東名高速道路,,秦野中井,,,
01-107,東名高速道路,,大井松田,,,
04-834,東名高速道路,,足柄スマート,,,
01-108,東名高速道路,,御殿場,,,
01-126,東名高速道路,,御殿場東,,,
01-128,東名高速道路,,御殿場東,,入口,
01-127,東名高速道路,,裾野,,,
01-109,東名高速道路,,沼津,,,
04-840,東名高速道路,,愛鷹スマート,,,
01-110,東名高速道路,,富士,,,
01-169,東名高速道路,,富士川スマート,,,
01-111,東名高速道路,,清水,,,
04-837,東名高速道路,,日本平久能山スマート,,,
01-112,東名高速道路,,静岡,,,
01-113,東名高速道路,,焼津,,,
04-841,東名高速道路,,大井川焼津藤枝スマート,,,
01-114,東名高速道路,,吉田,,,
01-129,東名高速道路,,相良牧之原,,,
01-115,東名高速道路,,菊川,,,
01-132,東名高速道路,,掛川,,,
01-116,東名高速道路,,袋井,,,
01-170,東名高速道路,,遠州豊田スマート,,,
01-133,東名高速道路,,磐田,,,
01-117,東名高速道路,,浜松,,,
04-838,東名高速道路,,三方原スマート,,,
01-118,東名高速道路,,浜松西,,,
04-839,東名高速道路,,舘山寺スマート,,,
01-119,東名高速道路,,三ヶ日,,,
01-120,東名高速道路,,豊川,,,
01-121,東名高速道路,,音羽蒲郡,,,
01-122,東名高速道路,,岡崎,,,
01-123,東名高速道路,,豊田,,,
01-130,東名高速道路,,東名三好,,,
01-135,東名高速道路,,長久手,,,
01-124,東名高速道路,,名古屋,,,
04-842,東名高速道路,,守山スマート,,,
01-125,東名高速道路,,春日井,,,
66-135,名古屋瀬戸道路,,長久手,,,
01-231,東海北陸自動車道,,一宮西,,,
01-232,東海北陸自動車道,,尾西,,,
01-233,東海北陸自動車道,,一宮木曽川,,,
01-234,東海北陸自動車道,,岐阜各務原,,,
01-235,東海北陸自動車道,,関,,,
01-236,東海北陸自動車道,,美濃,,,
01-237,東海北陸自動車道,,美並,,,
01-238,東海北陸自動車道,,郡上八幡,,,
01-239,東海北陸自動車道,,ぎふ大和,,,
01-240,東海北陸自動車道,,白鳥,,,
01-247,東海北陸自動車道,,白鳥本線,,,
01-241,東海北陸自動車道,,高鷲,,,
01-229,東海北陸自動車道,,ひるがの高原スマート,,,
01-242,東海北陸自動車道,,荘川,,,
01-243,東海北陸自動車道,,飛騨清見,,,
01-244,東海北陸自動車道,,福光,,,
01-245,東海北陸自動車道,,五箇山,,,
01-246,東海北陸自動車道,,白川郷,,,
04-629,東海北陸自動車道,,南砺スマート,,,
01-179,伊勢湾岸自動車道,,豊田東,,,
01-168,伊勢湾岸自動車道,,豊田南,,,第一
01-178,伊勢湾岸自動車道,,豊田南,,,第二
01-177,伊勢湾岸自動車道,,豊明,,,
01-172,伊勢湾岸自動車道,,名古屋南,上り,,第一
01-173,伊勢湾岸自動車道,,名古屋南,下り,,第一
01-180,伊勢湾岸自動車道,,名古屋南,,,第二
01-174,伊勢湾岸自動車道,,大府,,,第一
01-175,伊勢湾岸自動車道,,大府,,,第二
01-176,伊勢湾岸自動車道,,東海,,,第一
06-198,伊勢湾岸自動車道,,東海合併,,,
01-249,伊勢湾岸自動車道,,東海,,,第二
06-951,伊勢湾岸自動車道,,東海,,,第二
01-250,伊勢湾岸自動車道,,名港潮見,,,
01-251,伊勢湾岸自動車道,,名港中央,,,
01-252,伊勢湾岸自動車道,,飛島,,,名古屋南方面
01-262,伊勢湾岸自動車道,,飛島,,,四日市方面
01-253,伊勢湾岸自動車道,,湾岸弥富,,,
01-254,伊勢湾岸自動車道,,弥富木曽岬,,,
01-255,伊勢湾岸自動車道,,湾岸長島,,,
01-256,伊勢湾岸自動車道,,湾岸桑名,,,
01-257,伊勢湾岸自動車道,,みえ川越,,,
01-258,伊勢湾岸自動車道,,みえ朝日,,,
06-199,伊勢湾岸自動車道,,名古屋南,,,第三
01-535,北陸自動車道,,米原,,,
01-534,北陸自動車道,,長浜,,,
04-628,北陸自動車道,,小谷城スマート,,,
01-533,北陸自動車道,,木之本,,,
01-532,北陸自動車道,,敦賀,,,
01-531,北陸自動車道,,今庄,,,
01-482,北陸自動車道,,南条スマート,,,
01-530,北陸自動車道,,武生,,,
01-529,北陸自動車道,,鯖江,,,
01-528,北陸自動車道,,福井,,,
01-527,北陸自動車道,,福井北,,,
01-526,北陸自動車道,,丸岡,,,
01-525,北陸自動車道,,金津,,,
01-524,北陸自動車道,,加賀,,,
01-523,北陸自動車道,,片山津,,,
01-143,北陸自動車道,,安宅スマート,,,
01-522,北陸自動車道,,小松,,,
04-582,北陸自動車道,,能美根上スマート,,,
01-521,北陸自動車道,,美川,,,
01-586,北陸自動車道,,徳光スマート,,,
01-583,北陸自動車道,,白山,,,
01-520,北陸自動車道,,金沢西,,,第一
01-540,北陸自動車道,,金沢西,,,第二
01-539,北陸自動車道,,金沢東,,,第一
01-519,北陸自動車道,,金沢東,,,第二
01-675,北陸自動車道,,金沢森本,,,
01-518,北陸自動車道,,小矢部,,,
01-668,北陸自動車道,,小矢部東本線,,,
01-517,北陸自動車道,,砺波,,,
04-627,北陸自動車道,,高岡砺波スマート,,,
01-516,北陸自動車道,,小杉,,,
01-630,北陸自動車道,,富山西,,,
01-515,北陸自動車道,,富山,,,
01-142,北陸自動車道,,流杉スマート,,,
01-514,北陸自動車道,,立山,,,
01-513,北陸自動車道,,滑川,,,
01-512,北陸自動車道,,魚津,,,
01-511,北陸自動車道,,黒部,,,
01-585,北陸自動車道,,入善スマート,,,
01-510,北陸自動車道,,朝日,,,
01-509,北陸自動車道,,親不知,,,
01-508,北陸自動車道,,糸魚川,,,
01-507,北陸自動車道,,能生,,,
01-506,北陸自動車道,,名立谷浜,,,
01-505,北陸自動車道,,上越,,,
01-481,北陸自動車道,,大潟スマート,,,
01-483,北陸自動車道,,大潟スマート,,,
01-504,北陸自動車道,,柿崎,,,
01-503,北陸自動車道,,米山,,,
01-502,北陸自動車道,,柏崎,,,
01-501,北陸自動車道,,西山,,,
07-693,北陸自動車道,,長岡北スマート,,,
